time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences,pop_site1_L9,pop_site1_L11
0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00
5.0000000000e-01,9.8444434823e-01,2.7120907967e-04,1.1199825246e-06,1.2097456843e-06,1.5873461316e-06,6.4369265091e-06,3.3495070826e-06,4.8432127913e-02,9.8444434823e-01,9.8444434823e-01
1.0000000000e+00,9.7732280750e-01,1.0770673930e-03,4.7342653232e-06,4.7905246470e-06,6.4991669167e-06,2.4959327041e-05,1.2919524146e-05,9.6747861612e-02,9.7732280750e-01,9.7732280750e-01
1.5000000000e+00,9.6960256937e-01,2.4101594193e-03,1.1394413732e-05,1.0501929807e-05,1.4989687604e-05,5.4047232917e-05,2.8008576225e-05,1.4492548276e-01,9.6960256937e-01,9.6960256937e-01
2.0000000000e+00,9.6214298501e-01,4.2394552358e-03,2.1709843963e-05,1.8310070257e-05,2.6830856810e-05,9.2292563515e-05,4.8939499513e-05,1.9273718690e-01,9.6214298501e-01,9.6214298501e-01
2.5000000000e+00,9.4818619806e-01,6.5146302405e-03,3.6543975028e-05,2.7901575993e-05,4.2367295821e-05,1.3746065267e-04,7.4562281728e-05,2.3888067714e-01,9.4818619806e-01,9.4818619806e-01
3.0000000000e+00,9.2988979081e-01,9.2896623437e-03,5.5664662586e-05,3.9125365340e-05,6.0467467419e-05,1.9104503576e-04,1.0302431750e-04,2.8394967814e-01,9.2988979081e-01,9.2988979081e-01
3.5000000000e+00,9.1441755753e-01,1.2410801695e-02,8.0599208467e-05,5.2431091886e-05,8.1503591386e-05,2.4746098316e-04,1.3637692169e-04,3.2767028057e-01,9.1441755753e-01,9.1441755753e-01
4.0000000000e+00,8.9034945953e-01,1.5937525883e-02,1.1322323646e-04,6.7472312962e-05,1.0576404738e-04,3.0789658138e-04,1.7116742929e-04,3.6893520280e-01,8.9034945953e-01,8.9034945953e-01
4.5000000000e+00,8.7019365051e-01,1.9768682097e-02,1.5460449344e-04,8.4646408189e-05,1.3243940528e-04,3.6768230001e-04,2.1027251308e-04,4.0928375960e-01,8.7019365051e-01,8.7019365051e-01
5.0000000000e+00,8.4608630425e-01,2.3790309888e-02,2.0235421212e-04,1.0415061612e-04,1.6177623670e-04,4.3179676324e-04,2.5014733131e-04,4.4645476951e-01,8.4608630425e-01,8.4608630425e-01
5.5000000000e+00,8.2170948644e-01,2.8167221377e-02,2.6225194111e-04,1.2430134164e-04,1.9210281600e-04,4.9696549893e-04,2.9106197618e-04,4.8248013069e-01,8.2170948644e-01,8.2170948644e-01
6.0000000000e+00,7.9732809598e-01,3.2590826927e-02,3.3763844701e-04,1.4672966172e-04,2.2759653690e-04,5.6305176541e-04,3.3725024555e-04,5.1668966801e-01,7.9732809598e-01,7.9732809598e-01
6.5000000000e+00,7.6327494922e-01,3.7688595273e-02,4.2081927279e-04,1.7001856510e-04,2.6277156971e-04,6.2871351436e-04,3.8564956934e-04,5.4803292087e-01,7.6327494922e-01,7.6327494922e-01
7.0000000000e+00,7.3215156849e-01,4.3344309485e-02,5.2119875609e-04,1.9848953051e-04,2.9992027712e-04,6.8215849660e-04,4.2991753331e-04,5.7945939550e-01,7.3215156849e-01,7.3215156849e-01
7.5000000000e+00,7.0837094440e-01,4.8630881258e-02,6.3635331812e-04,2.2995051040e-04,3.3886942302e-04,7.2454098972e-04,4.7706692272e-04,6.0885871180e-01,7.0837094440e-01,7.0837094440e-01
8.0000000000e+00,6.8858829574e-01,5.3657542996e-02,7.6712277149e-04,2.6318445459e-04,3.7932055168e-04,7.7780683710e-04,5.1446871252e-04,6.3666530523e-01,6.8858829574e-01,6.8858829574e-01
8.5000000000e+00,6.5715754817e-01,5.8629784768e-02,9.2822601378e-04,3.0335222984e-04,4.2617595244e-04,8.1865320994e-04,5.5441682849e-04,6.5822410563e-01,6.5715754817e-01,6.5715754817e-01
9.0000000000e+00,6.2559165947e-01,6.3689147044e-02,1.1081204772e-03,3.4750215366e-04,4.7461806544e-04,8.5195015249e-04,5.9018750033e-04,6.7743616030e-01,6.2559165947e-01,6.2559165947e-01
9.5000000000e+00,5.9623931245e-01,6.8607997662e-02,1.3187794116e-03,3.9239867761e-04,5.2474126371e-04,8.9140256160e-04,6.2676654653e-04,6.9566835366e-01,5.9623931245e-01,5.9623931245e-01
1.0000000000e+01,5.7011762419e-01,7.4104600607e-02,1.5524053290e-03,4.3677983010e-04,5.6750197089e-04,9.2667839889e-04,6.5592026372e-04,7.1459533219e-01,5.7011762419e-01,5.7011762419e-01
1.0500000000e+01,5.4832613488e-01,7.7686985917e-02,1.8017452054e-03,4.8539317487e-04,6.0914007450e-04,9.4852644242e-04,6.8890293832e-04,7.2765417755e-01,5.4832613488e-01,5.4832613488e-01
1.1000000000e+01,5.2038381778e-01,8.1468005664e-02,2.0883539605e-03,5.4174605610e-04,6.4849742612e-04,9.6789075761e-04,7.2482458793e-04,7.3709635261e-01,5.2038381778e-01,5.2038381778e-01
1.1500000000e+01,4.9423550755e-01,8.5760940851e-02,2.4085292030e-03,6.0514046774e-04,6.8666730165e-04,9.6613679767e-04,7.6318895624e-04,7.4734685696e-01,4.9423550755e-01,4.9423550755e-01
1.2000000000e+01,4.7475461352e-01,9.0189201081e-02,2.7897764446e-03,6.6972027133e-04,7.3740530605e-04,9.6859756632e-04,8.0367667811e-04,7.6233492376e-01,4.7475461352e-01,4.7475461352e-01
1.2500000000e+01,4.5024852212e-01,9.4353185646e-02,3.2090905999e-03,7.3919268784e-04,7.8321238412e-04,9.7053206462e-04,8.2626940846e-04,7.7113166520e-01,4.5024852212e-01,4.5024852212e-01
1.3000000000e+01,4.2675385588e-01,9.7887070874e-02,3.6543465548e-03,8.1287431098e-04,8.3387865836e-04,9.7600582177e-04,8.4650599054e-04,7.7767640823e-01,4.2675385588e-01,4.2675385588e-01
1.3500000000e+01,4.0173441504e-01,1.0267760938e-01,4.2370951261e-03,8.8856347972e-04,8.9321890715e-04,9.6202959582e-04,8.6242505948e-04,7.8604740730e-01,4.0173441504e-01,4.0173441504e-01
1.4000000000e+01,3.7804245278e-01,1.0789749367e-01,4.8632221609e-03,9.7071657048e-04,9.5708712911e-04,9.5856227378e-04,8.7541225027e-04,7.9526564274e-01,3.7804245278e-01,3.7804245278e-01
1.4500000000e+01,3.5699144445e-01,1.1305365487e-01,5.5390766910e-03,1.0442023659e-03,1.0121992020e-03,9.4050255191e-04,8.8266282693e-04,8.0344034846e-01,3.5699144445e-01,3.5699144445e-01
1.5000000000e+01,3.3101658591e-01,1.1782574813e-01,6.1485216470e-03,1.1299911992e-03,1.0657880961e-03,9.4094548174e-04,8.7668630877e-04,8.0337370024e-01,3.3101658591e-01,3.3101658591e-01
1.5500000000e+01,3.0173653165e-01,1.2231724645e-01,6.8126225864e-03,1.2041191251e-03,1.1198223746e-03,9.3278596908e-04,8.6763395338e-04,7.9654159778e-01,3.0173653165e-01,3.0173653165e-01
1.6000000000e+01,2.8000158877e-01,1.2604873244e-01,7.4278685883e-03,1.2518364638e-03,1.1602459215e-03,9.1948826302e-04,8.5912711713e-04,7.9111677566e-01,2.8000158877e-01,2.8000158877e-01
1.6500000000e+01,2.6185332827e-01,1.2745834481e-01,8.0644111316e-03,1.3235137261e-03,1.2043433500e-03,8.8976569147e-04,8.5052962921e-04,7.8342265442e-01,2.6185332827e-01,2.6185332827e-01
1.7000000000e+01,2.4373065693e-01,1.2806658113e-01,8.8153386911e-03,1.4089727616e-03,1.2353008273e-03,8.4730834751e-04,8.5400156747e-04,7.7380754101e-01,2.4373065693e-01,2.4373065693e-01
1.7500000000e+01,2.3005130172e-01,1.2842739379e-01,9.5754913332e-03,1.5051834366e-03,1.2710258024e-03,8.0514420963e-04,8.5627772792e-04,7.6801296081e-01,2.3005130172e-01,2.3005130172e-01
1.8000000000e+01,2.1761559231e-01,1.3005399504e-01,1.0438837325e-02,1.5797526072e-03,1.3165455605e-03,7.6137833090e-04,8.4953766962e-04,7.6536374712e-01,2.1761559231e-01,2.1761559231e-01
1.8500000000e+01,2.0392163829e-01,1.3115750619e-01,1.1530130502e-02,1.6325076298e-03,1.3620859757e-03,7.2669222181e-04,8.5182134809e-04,7.6092702916e-01,2.0392163829e-01,2.0392163829e-01
1.9000000000e+01,1.9019501946e-01,1.3020523388e-01,1.2624932897e-02,1.6916567463e-03,1.4046478459e-03,6.8631176179e-04,8.4983641426e-04,7.5075837443e-01,1.9019501946e-01,1.9019501946e-01
1.9500000000e+01,1.7949991740e-01,1.2907517208e-01,1.3651871985e-02,1.7719310976e-03,1.4497991095e-03,6.4673390011e-04,8.3786366113e-04,7.4291196598e-01,1.7949991740e-01,1.7949991740e-01
2.0000000000e+01,1.7154002660e-01,1.2817390452e-01,1.4926282119e-02,1.8517864619e-03,1.4837579037e-03,6.1113382874e-04,8.2451502409e-04,7.4014664685e-01,1.7154002660e-01,1.7154002660e-01
2.0500000000e+01,1.6209202289e-01,1.2765954634e-01,1.6257496185e-02,1.9601984191e-03,1.5022796991e-03,5.7676505750e-04,8.0557191337e-04,7.3534389317e-01,1.6209202289e-01,1.6209202289e-01
2.1000000000e+01,1.5364430736e-01,1.2720045588e-01,1.7564250908e-02,2.0851308699e-03,1.5035791835e-03,5.4143816982e-04,7.8540639021e-04,7.3074064618e-01,1.5364430736e-01,1.5364430736e-01
2.1500000000e+01,1.4486803637e-01,1.2572065965e-01,1.9352877850e-02,2.2181772627e-03,1.4963069392e-03,5.0293794831e-04,7.6683974143e-04,7.2557589796e-01,1.4486803637e-01,1.4486803637e-01
2.2000000000e+01,1.3632915511e-01,1.2596741548e-01,2.1342804363e-02,2.3761948486e-03,1.4843786321e-03,4.6427479542e-04,7.4397190074e-04,7.2400230679e-01,1.3632915511e-01,1.3632915511e-01
2.2500000000e+01,1.2975849430e-01,1.2671460726e-01,2.3419748345e-02,2.5745347843e-03,1.4537836471e-03,4.2687938165e-04,7.2653609161e-04,7.2637584661e-01,1.2975849430e-01,1.2975849430e-01
2.3000000000e+01,1.2253086820e-01,1.2807453197e-01,2.5664559240e-02,2.7582604339e-03,1.4175304613e-03,3.8837245264e-04,6.9054080077e-04,7.2704421037e-01,1.2253086820e-01,1.2253086820e-01
2.3500000000e+01,1.1480896533e-01,1.2867104941e-01,2.7929376947e-02,2.9741870220e-03,1.3651407975e-03,3.5280761212e-04,6.6581578841e-04,7.2470025954e-01,1.1480896533e-01,1.1480896533e-01
2.4000000000e+01,1.0998443691e-01,1.2957855715e-01,2.9912715614e-02,3.2032353866e-03,1.3215171469e-03,3.1887190597e-04,6.4267436885e-04,7.2647846856e-01,1.0998443691e-01,1.0998443691e-01
2.4500000000e+01,1.0319030756e-01,1.3057369216e-01,3.1665887954e-02,3.4206865431e-03,1.2759594939e-03,2.7866480776e-04,6.2136530595e-04,7.2170486292e-01,1.0319030756e-01,1.0319030756e-01
2.5000000000e+01,9.7691896566e-02,1.3099914206e-01,3.3718309973e-02,3.5782652572e-03,1.2389003833e-03,2.4337594780e-04,5.9804926411e-04,7.1836380633e-01,9.7691896566e-02,9.7691896566e-02
2.5500000000e+01,9.2483231145e-02,1.3245095137e-01,3.5676468391e-02,3.8002412787e-03,1.1965738076e-03,2.0861056264e-04,5.8385758124e-04,7.1721762546e-01,9.2483231145e-02,9.2483231145e-02
2.6000000000e+01,8.6414960884e-02,1.3184622954e-01,3.7013309550e-02,4.0744203569e-03,1.1422492010e-03,1.7614048494e-04,5.6504371934e-04,7.0727914328e-01,8.6414960884e-02,8.6414960884e-02
2.6500000000e+01,8.1114157016e-02,1.2958507000e-01,3.8951057804e-02,4.2704968505e-03,1.0951083785e-03,1.4985966580e-04,5.4132620187e-04,6.9705350544e-01,8.1114157016e-02,8.1114157016e-02
2.7000000000e+01,7.6433874467e-02,1.2690710710e-01,4.1304953483e-02,4.3907174677e-03,1.0468417401e-03,1.2419398725e-04,5.2734342940e-04,6.8758426316e-01,7.6433874467e-02,7.6433874467e-02
2.7500000000e+01,7.2604296044e-02,1.2391423333e-01,4.3106892086e-02,4.5575625506e-03,1.0049073930e-03,1.0330573817e-04,5.0116478384e-04,6.7743848085e-01,7.2604296045e-02,7.2604296044e-02
2.8000000000e+01,6.9462041955e-02,1.2059446154e-01,4.4630442640e-02,4.6806224695e-03,9.7391009188e-04,8.5067431385e-05,4.7466526560e-04,6.6676554353e-01,6.9462041956e-02,6.9462041955e-02
2.8500000000e+01,6.6589471849e-02,1.1657930758e-01,4.6131269778e-02,4.8625830465e-03,9.4529119631e-04,6.8995841936e-05,4.4845559144e-04,6.5594368714e-01,6.6589471850e-02,6.6589471849e-02
2.9000000000e+01,6.3763795129e-02,1.1270118407e-01,4.7778094082e-02,5.1315476220e-03,9.1254218412e-04,5.5551453460e-05,4.2500692373e-04,6.4667482628e-01,6.3763795131e-02,6.3763795129e-02
2.9500000000e+01,6.0518195116e-02,1.0832673716e-01,4.8006320662e-02,5.3887921405e-03,8.7746213022e-04,4.4151033225e-05,3.9887662494e-04,6.3000311210e-01,6.0518195119e-02,6.0518195117e-02
3.0000000000e+01,5.7971533603e-02,1.0497132183e-01,4.8917468743e-02,5.6510121251e-03,8.4256032696e-04,3.4729105845e-05,3.7668495513e-04,6.1926530447e-01,5.7971533606e-02,5.7971533603e-02
3.0500000000e+01,5.6310862448e-02,1.0201594543e-01,5.0206031232e-02,5.9417935753e-03,8.2512543369e-04,2.7582537037e-05,3.6068187328e-04,6.1389964967e-01,5.6310862452e-02,5.6310862448e-02
3.1000000000e+01,5.5081994609e-02,9.8761521062e-02,5.1966198287e-02,6.2554960512e-03,7.9639173076e-04,2.1982456313e-05,3.4328998344e-04,6.1023625210e-01,5.5081994615e-02,5.5081994610e-02
3.1500000000e+01,5.3478488307e-02,9.6510151313e-02,5.3166623551e-02,6.4906740852e-03,7.7311586829e-04,1.8178101496e-05,3.2199476273e-04,6.0477864421e-01,5.3478488315e-02,5.3478488308e-02
3.2000000000e+01,5.2188031122e-02,9.4753449812e-02,5.4759616684e-02,6.6524078007e-03,7.5354937914e-04,1.6430189861e-05,2.9814564205e-04,6.0167434360e-01,5.2188031133e-02,5.2188031123e-02
3.2500000000e+01,5.1003532935e-02,9.0955025454e-02,5.6992088159e-02,6.9095499098e-03,7.3388366263e-04,1.6639521148e-05,2.7818370199e-04,5.9795202498e-01,5.1003532950e-02,5.1003532935e-02
3.3000000000e+01,5.0826507750e-02,8.7320243942e-02,5.8506527957e-02,7.1083202368e-03,7.1935296371e-04,1.8499304857e-05,2.5861481246e-04,5.9509091456e-01,5.0826507771e-02,5.0826507751e-02
3.3500000000e+01,4.9755981701e-02,8.2600768633e-02,5.9217880271e-02,7.3271018645e-03,7.0403732769e-04,2.2554097367e-05,2.3924995904e-04,5.8541240037e-01,4.9755981728e-02,4.9755981703e-02
3.4000000000e+01,4.8160520940e-02,7.7029086087e-02,5.9550719691e-02,7.3791220312e-03,7.0068009876e-04,2.8591016179e-05,2.2582606693e-04,5.7040489303e-01,4.8160520975e-02,4.8160520942e-02
3.4500000000e+01,4.7104754812e-02,7.3593113953e-02,5.9154035601e-02,7.4794315355e-03,6.9040279200e-04,3.6480771324e-05,2.1666091021e-04,5.6003903371e-01,4.7104754857e-02,4.7104754814e-02
3.5000000000e+01,4.6105439446e-02,7.0575651166e-02,5.9034137622e-02,7.5889887917e-03,6.8433318217e-04,4.6851198320e-05,2.1228193091e-04,5.5198706563e-01,4.6105439503e-02,4.6105439449e-02
3.5500000000e+01,4.4831176361e-02,6.7402751693e-02,5.8377201398e-02,7.6840417765e-03,6.9297702264e-04,5.8323541659e-05,2.0733675517e-04,5.4152542965e-01,4.4831176434e-02,4.4831176365e-02
3.6000000000e+01,4.3353895288e-02,6.3133950984e-02,5.8031951860e-02,7.7821646443e-03,7.1350396152e-04,7.1846704994e-05,2.0366180406e-04,5.2904392301e-01,4.3353895379e-02,4.3353895293e-02
3.6500000000e+01,4.1950462535e-02,5.9856326136e-02,5.6834962204e-02,7.8085120680e-03,7.3865890756e-04,8.8554370896e-05,2.0246228898e-04,5.1654468735e-01,4.1950462648e-02,4.1950462541e-02
3.7000000000e+01,4.0201261406e-02,5.7198780089e-02,5.6406451550e-02,7.9149557906e-03,7.6222241420e-04,1.0515389726e-04,2.0501800566e-04,5.0684221048e-01,4.0201261544e-02,4.0201261414e-02
3.7500000000e+01,3.8787568163e-02,5.5259500928e-02,5.6068011799e-02,8.0962666155e-03,7.7659516649e-04,1.2281628648e-04,2.1080206042e-04,5.0043472230e-01,3.8787568331e-02,3.8787568173e-02
3.8000000000e+01,3.7610133700e-02,5.3475696203e-02,5.5848452288e-02,8.1702395241e-03,7.9292558420e-04,1.3926597988e-04,2.1838917683e-04,4.9439948398e-01,3.7610133905e-02,3.7610133712e-02
3.8500000000e+01,3.6296414497e-02,5.0925399420e-02,5.5669252850e-02,8.3535234519e-03,8.1608909071e-04,1.5865189411e-04,2.2468711254e-04,4.8703805862e-01,3.6296414744e-02,3.6296414512e-02
3.9000000000e+01,3.5012880703e-02,4.8564962194e-02,5.6271843415e-02,8.4567636931e-03,8.2552036111e-04,1.8099474570e-04,2.2975799058e-04,4.8091310987e-01,3.5012880998e-02,3.5012880721e-02
3.9500000000e+01,3.4190405859e-02,4.6190924673e-02,5.6445093266e-02,8.5567385126e-03,8.3965682923e-04,2.0447614459e-04,2.3737647999e-04,4.7521739604e-01,3.4190406215e-02,3.4190405880e-02
4.0000000000e+01,3.4183165821e-02,4.3471219697e-02,5.6477363966e-02,8.6747391056e-03,8.6725724608e-04,2.2918495771e-04,2.4499602464e-04,4.7115553230e-01,3.4183166259e-02,3.4183165848e-02
4.0500000000e+01,3.4572849612e-02,4.1723054274e-02,5.6843788903e-02,8.8317080414e-03,9.0251339906e-04,2.5370609333e-04,2.5498946276e-04,4.7211240569e-01,3.4572850153e-02,3.4572849646e-02
4.1000000000e+01,3.4505804766e-02,4.0179046861e-02,5.7411948797e-02,9.0548859617e-03,9.2707611725e-04,2.7550104231e-04,2.6784377455e-04,4.7263246842e-01,3.4505805424e-02,3.4505804808e-02
4.1500000000e+01,3.4176560904e-02,3.8599174681e-02,5.6375523819e-02,9.3184928584e-03,9.5351413375e-04,2.9609636938e-04,2.7871383144e-04,4.6853392080e-01,3.4176561695e-02,3.4176560956e-02
4.2000000000e+01,3.3349549402e-02,3.7080466150e-02,5.5248309515e-02,9.5735560344e-03,9.8184509039e-04,3.1624111120e-04,2.9449193644e-04,4.6277960041e-01,3.3349550334e-02,3.3349549464e-02
4.2500000000e+01,3.3082061474e-02,3.5562662341e-02,5.4753161839e-02,9.7763707790e-03,9.9498183546e-04,3.3741496583e-04,3.1219457041e-04,4.5949276524e-01,3.3082062586e-02,3.3082061550e-02
4.3000000000e+01,3.2747398393e-02,3.4173497638e-02,5.4356519148e-02,9.9798240116e-03,1.0183719538e-03,3.6306011044e-04,3.2975128386e-04,4.5684363001e-01,3.2747399712e-02,3.2747398485e-02
4.3500000000e+01,3.2332089601e-02,3.2727807901e-02,5.2808584799e-02,1.0209468254e-02,1.0545183840e-03,3.8587281233e-04,3.4815607909e-04,4.5129361437e-01,3.2332091155e-02,3.2332089710e-02
4.4000000000e+01,3.1289328503e-02,3.1356644460e-02,5.1699533810e-02,1.0314069876e-02,1.0914962037e-03,4.1594924670e-04,3.6232438082e-04,4.4404988332e-01,3.1289330291e-02,3.1289328632e-02
4.4500000000e+01,3.0335959718e-02,3.0022627739e-02,5.0858299288e-02,1.0334059759e-02,1.1146018943e-03,4.4323051269e-04,3.7814278027e-04,4.3676774529e-01,3.0335961772e-02,3.0335959868e-02
4.5000000000e+01,2.9643932799e-02,2.9146534648e-02,5.0071729825e-02,1.0498721129e-02,1.1484819476e-03,4.6839400215e-04,3.8974871975e-04,4.3276653281e-01,2.9643935169e-02,2.9643932975e-02
4.5500000000e+01,2.8372952168e-02,2.7951968933e-02,5.0596886054e-02,1.0648843180e-02,1.1676133924e-03,4.8515444232e-04,4.0252935707e-04,4.2800603959e-01,2.8372954837e-02,2.8372952371e-02
4.6000000000e+01,2.7652197447e-02,2.6670772013e-02,5.0355414383e-02,1.0963169234e-02,1.1927239396e-03,5.0177483060e-04,4.1776813125e-04,4.2406318989e-01,2.7652200497e-02,2.7652197682e-02
4.6500000000e+01,2.6660871663e-02,2.5479587999e-02,4.9524541881e-02,1.1067294237e-02,1.2144480162e-03,5.2104414235e-04,4.3048793717e-04,4.1664577550e-01,2.6660875102e-02,2.6660871933e-02
4.7000000000e+01,2.5739740017e-02,2.4594434926e-02,4.8372825940e-02,1.1082319623e-02,1.2213813527e-03,5.4380872287e-04,4.4264297504e-04,4.0896936977e-01,2.5739743886e-02,2.5739740327e-02
4.7500000000e+01,2.5140898521e-02,2.4114500588e-02,4.7468363607e-02,1.1210525498e-02,1.2171083751e-03,5.6299828158e-04,4.5715694234e-04,4.0477143352e-01,2.5140902911e-02,2.5140898878e-02
4.8000000000e+01,2.4670946921e-02,2.3596739314e-02,4.6371957726e-02,1.1337037319e-02,1.2181315788e-03,5.7897694409e-04,4.6935122717e-04,4.0030753823e-01,2.4670951912e-02,2.4670947335e-02
4.8500000000e+01,2.4286780999e-02,2.2843503420e-02,4.4611215357e-02,1.1493962991e-02,1.2140976374e-03,5.9294383645e-04,4.8254838726e-04,3.9371292009e-01,2.4286786673e-02,2.4286781478e-02
4.9000000000e+01,2.3797324427e-02,2.2030650926e-02,4.2858557046e-02,1.1728454964e-02,1.2106887950e-03,6.0937822394e-04,5.0321294852e-04,3.8715687363e-01,2.3797330832e-02,2.3797324977e-02
4.9500000000e+01,2.3233506109e-02,2.1060420846e-02,4.0788361603e-02,1.2015219651e-02,1.2233969039e-03,6.2360869740e-04,5.2355175570e-04,3.7933123293e-01,2.3233513295e-02,2.3233506738e-02
